order_id,customer_id,product_id,jumlah,harga_satuan,status,waktu_beli,waktu_masuk
T00589,C098,P07,1,265000, kirim ,2026-03-02 11:57:23,2026-03-02 11:58:03
T00590,C031,P06,2,170100,Bayar,2026-03-02 15:08:59,2026-03-02 15:09:32
T00591,C031,P11,2,720000,Bayar,2026-03-02 10:05:38,2026-03-02 10:05:59
T00592,C079,P19,1,75650, Bayar,2026-03-02 12:24:33,2026-03-02 12:25:01
T00593,C073,P12,1,1250000,bayar,2026-03-02 10:27:17,2026-03-02 10:27:26
T00594,C082,P06,3,189000,BAYAR ,2026-03-02 14:55:14,2026-03-02 14:55:33
T00595,C060,P16,1,106250,BAYAR ,2026-03-02 15:50:52,2026-03-02 16:41:03
T00596,C054,P08,3,549000,Batal,2026-03-02 13:23:11,2026-03-02 13:47:58
T00597,C013,P14,1,310000,kirim,2026-03-02 12:50:03,2026-03-02 12:50:55
T00597,C013,P14,1,310000,kirim,2026-03-02 12:50:03,2026-03-02 12:50:55
T00598,C012,P14,1,294500,BAYAR ,2026-03-02 09:59:03,2026-03-02 09:59:22
T00599,C091,P19,1,80100, kirim ,2026-03-02 08:13:19,2026-03-02 08:36:13
T00600,C038,P03,1,36100,BAYAR ,2026-03-02 11:30:11,2026-03-02 11:36:51
T00601,C087,P11,1,720000,batal,2026-03-02 14:41:49,2026-03-02 15:05:36
T00602,C009,P02,1,78000,BAYAR ,2026-03-02 11:19:39,2026-03-02 11:20:21
T00603,C090,P04,1,21000, Bayar,2026-03-02 13:54:27,2026-03-02 13:55:16
T00604,C063,P14,1,310000,Bayar,2026-03-02 10:31:21,2026-03-02 10:31:45
T00605,C089,P18,2,195000,kirim,2026-03-02 10:39:36,2026-03-02 10:40:00
T00606,C010,P03,1,36100,batal,2026-03-02 11:33:21,2026-03-02 11:39:16
T00607,C088,P07,1,265000,Bayar,2026-03-02 12:44:21,2026-03-02 12:59:44
T00608,C030,P01,2,28800,KIRIM,2026-03-02 10:39:12,2026-03-02 10:39:14
T00609,C071,P11,1,684000,BAYAR ,2026-03-02 12:25:30,2026-03-02 12:26:15
T00610,C007,P09,1,304000,KIRIM,2026-03-02 10:03:51,2026-03-02 10:04:10
T00611,C091,P06,1,189000,batal,2026-03-02 14:28:44,2026-03-02 14:28:56
T00612,C027,P11,1,720000, Bayar,2026-03-02 13:13:46,2026-03-02 13:14:03
T00613,C004,P15,1,183750,BAYAR ,2026-03-02 12:54:50,2026-03-02 13:18:56
T00614,C043,P05,1,71250,Batal,2026-03-02 08:02:20,2026-03-02 08:26:39
T00615,C057,P19,1,89000, kirim ,2026-03-02 14:04:12,2026-03-02 14:04:49
T00616,C029,P18,1,195000, Bayar,2026-03-02 09:03:49,2026-03-02 09:04:15
T00617,C003,P19,1,66750,bayar,2026-03-02 12:47:30,2026-03-02 12:48:20
T00618,C086,P16,1,125000,Batal,2026-03-02 10:53:32,2026-03-02 10:54:05
T00619,C012,P10,1,213750, kirim ,2026-03-02 11:08:22,2026-03-02 11:08:51
T00620,C054,P10,1,285000,kirim,2026-03-02 09:29:27,2026-03-02 09:29:55
T00621,C012,P17,1,156750,KIRIM,2026-03-02 11:03:10,2026-03-02 11:03:48
T00622,C049,P19,1,66750,bayar,2026-03-02 14:52:27,2026-03-02 14:56:51
T00623,C004,P19,2,89000, Bayar,2026-03-02 10:45:58,2026-03-02 10:46:46
T00624,C063,P16,2,125000,bayar,2026-03-02 09:07:49,2026-03-02 09:08:08
T00625,C056,P03,2,28500,bayar,2026-03-02 13:27:04,2026-03-02 13:27:42
T00626,C041,P01,1,32000, Bayar,2026-03-02 15:41:38,2026-03-02 15:42:16
T00627,C038,P14,1,310000,BAYAR ,2026-03-02 13:47:28,2026-03-02 13:54:32
T00628,C041,P04,2,19950, Bayar,2026-03-02 13:27:00,2026-03-02 13:27:35
T00629,C018,P04,1,18900,Bayar,2026-03-02 12:51:51,2026-03-02 12:52:44
T00630,C025,P06,2,189000,Bayar,2026-03-02 08:55:56,2026-03-02 08:56:29
T00631,C018,P05,2,67500,kirim,2026-03-02 08:09:29,2026-03-02 08:09:49
T00631,C018,P05,2,67500,kirim,2026-03-02 08:09:29,2026-03-02 08:09:49
T00632,C030,P04,1,21000,BAYAR ,2026-03-02 10:01:26,2026-03-02 10:02:11
T00633,C006,P04,1,21000, kirim ,2026-03-02 08:42:27,2026-03-02 08:42:58
T00634,C097,P04,1,21000, kirim ,2026-03-02 10:18:10,2026-03-02 10:18:30
T00635,C096,P06,3,170100, Bayar,2026-03-02 14:06:14,2026-03-02 14:06:20
T00636,C075,P20,2,430000,BAYAR ,2026-03-02 10:12:04,2026-03-02 10:12:09
T00637,C065,P18,2,146250,Batal,2026-03-02 08:02:21,2026-03-02 08:19:02
T00638,C066,P04,1,21000, Bayar,2026-03-02 09:38:46,2026-03-02 09:39:11
T00639,C093,P05,1,67500,Bayar,2026-03-02 12:30:46,2026-03-02 12:31:32
T00640,C071,P20,1,365500,BAYAR ,2026-03-02 14:42:02,2026-03-02 14:42:56
T00641,C063,P16,1,106250,Batal,2026-03-02 14:10:53,2026-03-02 14:10:54
T00642,C014,P04,2,21000,bayar,2026-03-02 09:18:17,2026-03-02 09:19:02
T00643,C055,P07,2,251750, Bayar,2026-03-02 13:24:55,2026-03-02 13:25:21
T00644,C063,P13,1,385000,Batal,2026-03-02 11:14:28,2026-03-02 11:15:07
T00645,C095,P16,1,125000,Bayar,2026-03-02 10:06:03,2026-03-02 10:06:12
T00646,C080,P13,1,385000,Bayar,2026-03-02 13:30:11,2026-03-02 13:30:21
T00647,C070,P16,1,125000,Bayar,2026-03-02 12:27:44,2026-03-02 12:28:19
T00648,C005,P15,1,232750,BAYAR ,2026-03-02 10:51:47,2026-03-02 11:00:20
T00649,C085,P13,1,288750,KIRIM,2026-03-02 12:26:12,2026-03-02 12:26:49
T00650,C079,P02,1,74100,Batal,2026-03-02 11:33:44,2026-03-02 11:34:22
T00651,C004,P05,2,67500,KIRIM,2026-03-02 15:37:04,2026-03-02 15:37:56
T00652,C031,P12,1,1250000,bayar,2026-03-02 11:44:58,2026-03-02 11:45:41
T00653,C055,P06,1,160650,pending,2026-03-02 08:10:45,2026-03-02 08:10:48
T00654,C063,P11,1,720000, Bayar,2026-03-02 11:26:17,2026-03-02 11:26:38
T00655,C026,P11,1,720000,batal,2026-03-02 09:31:00,2026-03-02 09:31:24
T00656,C012,P19,2,89000, kirim ,2026-03-02 11:39:33,2026-03-02 11:40:13
T00657,C084,P17,2,156750,KIRIM,2026-03-02 12:19:33,2026-03-02 12:19:56
T00658,C098,P14,1,310000,BAYAR ,2026-03-02 11:39:42,2026-03-02 11:40:15
T00659,C099,P15,2,245000, kirim ,2026-03-02 10:26:19,2026-03-02 10:50:24
T00660,C056,P08,1,549000,BAYAR ,2026-03-02 09:22:10,2026-03-02 09:22:59
T00661,C052,P99,1,285000,BAYAR ,2026-03-02 13:52:49,2026-03-02 13:53:33
T00662,C035,P18,1,185250, Bayar,2026-03-02 11:58:11,2026-03-02 11:58:14
T00663,C011,P02,1,74100,bayar,2026-03-02 14:34:34,2026-03-02 14:34:36
T00664,C093,P12,2,1250000,bayar,2026-03-02 14:06:49,2026-03-02 14:06:55
T00665,C068,P04,1,21000,batal,2026-03-02 12:45:03,2026-03-02 12:45:41
T00666,C096,P11,2,612000,BAYAR ,2026-03-02 10:59:50,2026-03-02 11:00:38
T00667,C069,P09,1,320000, Bayar,2026-03-02 12:00:00,2026-03-02 12:00:38
T00668,C092,P08,1,521550,bayar,2026-03-02 10:31:40,2026-03-02 10:35:08
T00669,C089,P02,2,78000,Batal,2026-03-02 15:39:33,2026-03-02 15:40:25
T00670,C057,P12,1,1062500,KIRIM,2026-03-02 15:23:35,2026-03-02 15:24:10
T00671,C081,P08,1,466650,batal,2026-03-02 10:42:25,2026-03-02 10:42:36
T00672,C055,P16,2,125000,BAYAR ,2026-03-02 12:17:16,2026-03-02 12:18:10
T00673,C042,P12,1,1250000,bayar,2026-03-02 11:49:51,2026-03-02 11:50:44
T00674,C081,P15,1,245000,bayar,2026-03-02 15:12:00,2026-03-02 15:12:01
T00675,C041,P05,1,75000,KIRIM,2026-03-02 15:42:33,2026-03-02 15:43:00
T00676,C024,P11,0,612000,BAYAR ,2026-03-02 15:16:38,2026-03-02 15:16:44
T00677,C026,P20,1,430000,batal,2026-03-02 13:42:13,2026-03-02 13:42:19
T00678,C073,P09,1,272000,Bayar,2026-03-02 09:21:30,2026-03-02 09:21:54
T00679,C037,P08,2,466650,kirim,2026-03-02 14:29:42,2026-03-02 14:30:35
T00680,C024,P07,1,265000,bayar,2026-03-02 15:30:03,2026-03-02 15:30:47
T00681,C083,P20,1,430000,Bayar,2026-03-02 12:06:17,2026-03-02 12:13:35
T00682,C095,P13,1,385000,kirim,2026-03-02 14:15:06,2026-03-02 14:15:31
T00683,C077,P08,2,549000,batal,2026-03-02 12:17:11,2026-03-02 12:28:31
T00684,C072,P10,1,285000,Batal,2026-03-02 11:35:33,2026-03-02 11:35:42
T00685,C068,P11,1,684000,bayar,2026-03-02 15:59:26,2026-03-02 15:59:32
T00686,C056,P16,1,118750, kirim ,2026-03-02 15:56:03,2026-03-02 16:15:50
T00687,C063,P17,2,165000,Bayar,2026-03-02 10:50:56,2026-03-02 10:51:07
T00688,C060,P08,1,411750,bayar,2026-03-02 09:40:01,2026-03-02 09:40:18
T00689,C019,P18,1,195000,kirim,2026-03-02 12:24:59,2026-03-02 12:25:07
T00690,C085,P06,1,189000,BAYAR ,2026-03-02 14:49:33,2026-03-02 14:49:51
T00691,C088,P16,3,125000,Bayar,2026-03-02 14:09:40,2026-03-02 14:10:02
T00692,C091,P04,1,15750, Bayar,2026-03-02 15:37:06,2026-03-02 15:37:08
T00692,C091,P04,1,15750, Bayar,2026-03-02 15:37:06,2026-03-02 15:37:08
T00693,C094,P02,3,78000,BAYAR ,2026-03-02 13:58:21,2026-03-02 13:58:50
T00694,C078,P10,1,242250, Bayar,2026-03-02 10:56:29,2026-03-02 10:57:17
T00695,C100,P13,1,385000,bayar,2026-03-02 08:48:42,2026-03-02 08:48:56
T00696,C048,P10,1,213750,KIRIM,2026-03-02 14:14:04,2026-03-02 14:14:27
T00697,C048,P19,1,75650,Bayar,2026-03-02 13:27:51,2026-03-02 13:28:40
T00698,C064,P15,1,245000,KIRIM,2026-03-02 14:09:25,2026-03-02 14:10:09
T00699,C039,P16,2,106250,KIRIM,2026-03-02 10:44:03,2026-03-02 10:44:12
T00700,C060,P02,1,74100, Bayar,2026-03-02 12:40:23,2026-03-02 12:40:51
T00701,C024,P17,2,165000,bayar,2026-03-02 08:08:53,2026-03-02 08:09:36
T00702,C080,P11,2,648000,kirim,2026-03-02 13:20:41,2026-03-02 13:21:30
T00703,C003,P20,1,430000,bayar,2026-03-02 10:21:37,2026-03-02 10:24:25
T00704,C063,P13,1,346500,Bayar,2026-03-02 15:54:28,2026-03-02 15:55:16
T00705,C025,P05,2,75000,Bayar,2026-03-02 08:07:34,2026-03-02 08:08:27
T00706,C012,P14,1,232500,BAYAR ,2026-03-02 15:39:53,2026-03-02 15:40:44
T00706,C012,P14,1,232500,BAYAR ,2026-03-02 15:39:53,2026-03-02 15:40:44
T00707,C061,P06,1,141750,batal,2026-03-02 09:23:14,2026-03-02 09:23:43
T00708,C092,P13,1,327250,KIRIM,2026-03-02 08:27:48,2026-03-02 08:27:55
T00709,C076,P18,2,146250,BAYAR ,2026-03-02 10:38:48,2026-03-02 10:39:14
T00710,C083,P14,1,232500,bayar,2026-03-02 13:14:47,2026-03-02 13:14:52
T00711,C093,P12,1,1125000,Bayar,2026-03-02 12:04:50,2026-03-02 12:04:52
T00712,C017,P11,2,612000,KIRIM,2026-03-02 13:28:49,2026-03-02 13:42:01
T00713,C027,P12,1,1250000,Bayar,2026-03-02 15:14:42,2026-03-02 15:15:37
T00714,C064,P20,1,430000,batal,2026-03-02 12:28:47,2026-03-02 12:29:14
T00715,C065,P09,1,320000,KIRIM,2026-03-02 11:14:59,2026-03-02 11:15:11
T00716,C046,P04,2,19950,batal,2026-03-02 13:06:55,2026-03-02 13:07:12
T00717,C057,P20,2,430000,batal,2026-03-02 14:05:37,2026-03-02 14:05:41
T00718,C081,P04,1,21000, Bayar,2026-03-02 15:29:48,2026-03-02 15:30:21
T00719,C020,P15,1,220500,kirim,2026-03-02 14:56:08,2026-03-02 14:56:55
T00720,C061,P14,1,310000,kirim,2026-03-02 15:00:05,2026-03-02 15:00:21
T00721,C097,P14,1,310000,BAYAR ,2026-03-02 11:16:57,2026-03-02 11:17:13
T00722,C047,P14,3,232500,kirim,2026-03-02 12:10:32,2026-03-02 12:34:20
T00723,C099,P17,1,165000,Bayar,2026-03-02 08:38:00,2026-03-02 08:38:21
T00724,C085,P05,2,71250,Batal,2026-03-02 13:13:47,2026-03-02 13:14:28
T00725,C045,P18,1,185250,BAYAR ,2026-03-02 15:57:04,2026-03-02 15:57:52
T00726,C090,P07,1,225250,kirim,2026-03-02 12:57:19,2026-03-02 12:57:59
T00727,C017,P18,1,185250,kirim,2026-03-02 11:02:40,2026-03-02 11:03:27
T00728,C070,P17,1,165000, Bayar,2026-03-02 11:06:04,2026-03-02 11:06:15
T00729,C065,P04,1,21000,bayar,2026-03-02 14:39:45,2026-03-02 14:40:09
T00730,C075,P01,1,32000,KIRIM,2026-03-02 12:07:28,2026-03-02 12:07:44
T00731,C032,P19,1,89000, Bayar,2026-03-02 14:07:14,2026-03-02 14:07:39
T00732,C017,P14,1,232500,bayar,2026-03-02 15:32:26,2026-03-02 15:32:32
T00733,C075,P19,1,75650,KIRIM,2026-03-02 13:05:16,2026-03-02 13:05:42
T00734,C092,P14,1,310000,BAYAR ,2026-03-02 15:29:54,2026-03-02 15:30:27
T00735,C053,P06,1,170100, Bayar,2026-03-02 13:05:18,2026-03-02 13:05:26
T00736,C004,P12,2,1250000,Bayar,2026-03-02 10:46:31,2026-03-02 11:26:52
T00737,C016,P10,1,285000,bayar,2026-03-02 09:57:44,2026-03-02 09:58:32
T00738,C093,P19,2,89000,BAYAR ,2026-03-02 12:07:03,2026-03-02 12:21:23
T00739,C080,P15,1,208250,Bayar,2026-03-02 14:04:23,2026-03-02 14:05:10
T00740,C083,P99,1,195000, kirim ,2026-03-02 08:25:01,2026-03-02 08:47:34
T00741,C070,P04,1,21000,batal,2026-03-02 13:51:39,2026-03-02 13:51:52
T00742,C003,P01,1,32000,BAYAR ,2026-03-02 09:05:41,2026-03-02 09:06:16
T00743,C052,P19,1,66750,bayar,2026-03-02 12:02:36,2026-03-02 12:03:11
T00744,C015,P01,3,32000, Bayar,2026-03-02 15:49:28,2026-03-02 15:49:53
T00745,C008,P03,0,34200,kirim,2026-03-02 09:24:13,2026-03-02 09:24:40
T00746,C016,P04,1,21000,BAYAR ,2026-03-02 10:54:47,2026-03-02 10:55:08
T00747,C053,P13,1,385000,Bayar,2026-03-02 09:02:50,2026-03-02 09:03:11
T00748,C032,P01,2,32000,KIRIM,2026-03-02 10:26:59,2026-03-02 10:27:37
T00749,C022,P17,2,140250,Bayar,2026-03-02 09:51:06,2026-03-02 09:51:16
T00750,C062,P20,1,408500,Bayar,2026-03-02 10:37:58,2026-03-02 10:38:09
T00751,C095,P07,1,265000, Bayar,2026-03-02 13:19:34,2026-03-02 13:19:53
T00752,C027,P05,1,67500, kirim ,2026-03-02 14:35:59,2026-03-02 14:36:17
T00753,C059,P15,3,220500,bayar,2026-03-02 10:29:06,2026-03-02 10:29:27
T00754,C053,P01,1,24000,KIRIM,2026-03-02 13:32:28,2026-03-02 13:32:29
T00755,C057,P03,1,34200,KIRIM,2026-03-02 12:54:10,2026-03-02 12:55:04
T00756,C016,P06,0,189000,Batal,2026-03-02 15:38:17,2026-03-02 15:39:02
T00757,C092,P12,1,937500,pending,2026-03-02 09:44:35,2026-03-02 09:45:15
T00758,C015,P20,2,322500,kirim,2026-03-02 09:54:11,2026-03-02 09:55:04
T00759,C076,P19,1,89000,BAYAR ,2026-03-02 14:07:05,2026-03-02 14:07:42
T00760,C087,P08,1,521550,pending,2026-03-02 12:45:40,2026-03-02 12:45:58
T00761,C053,P02,1,58500,KIRIM,2026-03-02 15:46:19,2026-03-02 16:08:41
T00762,C041,P08,1,549000, Bayar,2026-03-02 08:25:38,2026-03-02 08:26:05
T00763,C010,P01,2,32000,BAYAR ,2026-03-02 14:42:44,2026-03-02 14:43:29
T00764,C081,P04,3,19950,BAYAR ,2026-03-02 08:15:13,2026-03-02 08:16:05
T00765,C031,P11,3,540000,bayar,2026-03-02 15:34:39,2026-03-02 15:35:01
T00766,C089,P03,1,38000,bayar,2026-03-02 08:33:08,2026-03-02 08:40:34
T00767,C008,P10,1,270750,Bayar,2026-03-02 13:33:32,2026-03-02 13:33:37
T00768,C002,P14,1,232500,KIRIM,2026-03-02 10:07:18,2026-03-02 10:21:44
T00769,C067,P11,1,720000,bayar,2026-03-02 13:55:29,2026-03-02 14:23:50
T00770,C017,P03,1,36100,Batal,2026-03-02 13:23:47,2026-03-02 13:24:00
T00771,C017,P15,1,208250, Bayar,2026-03-02 09:41:32,2026-03-02 09:42:24
T00772,C048,P05,3,75000,bayar,2026-03-02 09:20:30,2026-03-02 09:21:09
T00773,C026,P18,1,195000,bayar,2026-03-02 15:48:57,2026-03-02 15:49:20
T00774,C043,P15,1,208250, Bayar,2026-03-02 13:27:33,2026-03-02 13:28:28
T00775,C089,P02,1,78000,kirim,2026-03-02 12:30:50,2026-03-02 12:30:51
T00776,C001,P11,0,720000, Bayar,2026-03-02 15:20:52,2026-03-02 15:21:06
T00777,C004,P15,1,232750,BAYAR ,2026-03-02 09:46:10,2026-03-02 09:46:59
T00778,,P06,1,179550,bayar,2026-03-02 11:05:35,2026-03-02 11:05:51
T00779,C048,P04,2,21000,Bayar,2026-03-02 11:04:48,2026-03-02 11:25:00
T00780,C089,P05,1,63750,BAYAR ,2026-03-02 09:11:25,2026-03-02 09:11:38
T00781,C042,P19,1,84550,kirim,2026-03-02 09:43:16,2026-03-02 09:49:17
T00782,C085,P16,1,125000,Bayar,2026-03-02 09:54:16,2026-03-02 09:55:07
T00783,C092,P17,1,123750,Bayar,2026-03-02 11:24:23,2026-03-02 11:24:53
T00784,C058,P19,2,75650,batal,2026-03-02 13:54:50,2026-03-02 13:55:05
T00785,C011,P19,1,89000, Bayar,2026-03-02 09:25:51,2026-03-02 09:47:14
T00786,C058,P19,1,75650, Bayar,2026-03-02 08:22:28,2026-03-02 08:23:08
T00787,C010,P13,1,385000, Bayar,2026-03-02 08:13:29,2026-03-02 08:13:44
T00788,C010,P03,1,38000, Bayar,2026-03-02 15:09:11,2026-03-02 15:09:26
T00789,C025,P10,2,285000, kirim ,2026-03-02 14:46:59,2026-03-02 14:47:43
T00790,C052,P01,3,32000,Bayar,2026-03-02 15:00:33,2026-03-02 15:01:26
T00791,C027,P05,1,56250, kirim ,2026-03-02 15:52:39,2026-03-02 15:52:54
T00792,C090,P03,1,28500,KIRIM,2026-03-02 10:50:58,2026-03-02 10:51:26
T00793,C002,P05,1,67500,Batal,2026-03-02 13:15:23,2026-03-02 13:21:35
T00794,C076,P13,1,385000,BAYAR ,2026-03-02 14:56:36,2026-03-02 14:57:11
T00795,C074,P11,2,612000,batal,2026-03-02 13:10:18,2026-03-02 13:10:57
T00796,C058,P13,1,365750,bayar,2026-03-02 09:42:51,2026-03-02 09:43:13
T00797,C024,P06,1,160650, Bayar,2026-03-02 08:17:30,2026-03-02 08:18:09
T00798,C022,P17,1,140250,Bayar,2026-03-02 08:38:13,2026-03-02 08:38:37
T00799,C027,P18,1,195000, Bayar,2026-03-02 11:48:30,2026-03-02 11:48:35
T00800,C065,P16,2,93750, Bayar,2026-03-02 09:26:42,2026-03-02 09:27:02
T00801,C068,P15,1,183750,KIRIM,2026-03-02 08:34:56,2026-03-02 08:35:35
T00802,C092,P03,2,32300,BAYAR ,2026-03-02 10:37:14,2026-03-02 10:37:44
T00803,C024,P20,1,430000,Batal,2026-03-02 14:40:26,2026-03-02 14:40:51
T00804,C009,P06,1,189000,Bayar,2026-03-02 10:29:31,2026-03-02 10:39:41
T00805,C100,P04,1,15750,BAYAR ,2026-03-02 11:21:22,2026-03-02 11:21:29
T00806,C060,P15,1,208250,kirim,2026-03-02 08:14:35,2026-03-02 08:15:20
T00806,C060,P15,1,208250,kirim,2026-03-02 08:14:35,2026-03-02 08:15:20
T00807,C060,P04,1,21000,kirim,2026-03-02 14:27:15,2026-03-02 14:33:49
T00808,C022,P15,2,245000,kirim,2026-03-02 09:16:35,2026-03-02 09:16:53
T00809,C035,P13,1,346500,BAYAR ,2026-03-02 09:31:59,2026-03-02 09:32:48
T00810,C067,P18,1,195000,KIRIM,2026-03-02 09:58:03,2026-03-02 09:58:07
T00811,C032,P20,1,430000,kirim,2026-03-02 08:02:32,2026-03-02 08:02:57
T00812,C029,P01,3,32000, kirim ,2026-03-02 11:04:06,2026-03-02 11:04:50
T00813,C081,P14,1,310000,Bayar,2026-03-02 12:39:53,2026-03-02 12:40:14
T00814,C084,P07,1,225250,BAYAR ,2026-03-02 08:57:49,2026-03-02 08:58:01
T00815,C028,P09,1,240000,bayar,2026-03-02 13:54:57,2026-03-02 13:55:00
T00816,C081,P19,1,89000, Bayar,2026-03-02 09:33:38,2026-03-02 09:33:45
T00817,C078,P11,2,540000,Bayar,2026-03-02 15:45:03,2026-03-02 15:45:08
T00818,C079,P17,2,165000, Bayar,2026-03-02 13:20:50,2026-03-02 13:20:51
T00819,C038,P08,1,466650,BAYAR ,2026-03-02 13:38:28,2026-03-02 13:38:37
T00820,C041,P20,1,430000,Bayar,2026-03-02 12:02:20,2026-03-02 12:02:42
T00821,C027,P01,1,32000,BAYAR ,2026-03-02 10:05:04,2026-03-02 10:05:26
T00822,C063,P11,1,720000,bayar,2026-03-02 09:40:14,2026-03-02 09:40:15
T00823,C027,P07,1,265000,Bayar,2026-03-02 09:08:34,2026-03-02 09:09:12
T00824,C037,P07,1,265000, Bayar,2026-03-02 10:13:45,2026-03-02 10:14:24
T00825,C065,P12,1,1062500,BAYAR ,2026-03-02 11:37:29,2026-03-02 11:38:00
T00826,C039,P01,1,32000,BAYAR ,2026-03-02 14:56:06,2026-03-02 14:57:01
T00827,C043,P15,1,183750,BAYAR ,2026-03-02 10:34:40,2026-03-02 10:35:19
T00828,C052,P01,3,27200, Bayar,2026-03-02 15:50:34,2026-03-02 15:51:21
T00829,C016,P19,1,89000,batal,2026-03-02 08:38:54,2026-03-02 08:38:57
T00830,C090,P12,1,1062500,KIRIM,2026-03-02 12:38:18,2026-03-02 12:38:59
T00831,C090,P02,1,78000,KIRIM,2026-03-02 15:24:04,2026-03-02 15:24:50
T00832,C021,P05,1,75000,Batal,2026-03-02 10:18:52,2026-03-02 10:19:30
T00833,C055,P03,1,36100,Bayar,2026-03-02 12:43:11,2026-03-02 12:51:24
T00834,C019,P03,1,38000, kirim ,2026-03-02 08:59:40,2026-03-02 09:00:30
T00835,C090,P06,1,160650, Bayar,2026-03-02 15:25:51,2026-03-02 15:25:58
T00836,C065,P12,3,937500,BAYAR ,2026-03-02 09:41:47,2026-03-02 09:42:00
T00837,C053,P06,1,189000,batal,2026-03-02 15:21:55,2026-03-02 15:22:12
T00838,C062,P04,1,21000,bayar,2026-03-02 10:31:08,2026-03-02 10:31:10
T00839,C067,P01,2,27200, Bayar,2026-03-02 14:03:21,2026-03-02 14:03:24
T00840,C044,P11,3,720000,KIRIM,2026-03-02 13:30:04,2026-03-02 13:30:28
T00841,C059,P02,0,66300,BAYAR ,2026-03-02 11:14:26,2026-03-02 11:29:11
T00842,C080,P09,1,240000,Bayar,2026-03-02 14:21:53,2026-03-02 14:22:09
T00842,C080,P09,1,240000,Bayar,2026-03-02 14:21:53,2026-03-02 14:22:09
T00843,C095,P11,1,540000,batal,2026-03-02 08:09:04,2026-03-02 08:09:07
T00844,C061,P20,3,430000,Batal,2026-03-02 15:13:36,2026-03-02 15:14:04
T00845,C092,P05,1,75000,KIRIM,2026-03-02 15:55:03,2026-03-02 15:55:40
T00846,C062,P18,1,195000,batal,2026-03-02 15:57:44,2026-03-02 15:58:13
T00847,C042,P03,2,36100,BAYAR ,2026-03-02 08:57:36,2026-03-02 08:58:22
T00848,C063,P04,1,18900,kirim,2026-03-02 14:03:26,2026-03-02 14:04:01
T00849,C096,P20,2,365500,Batal,2026-03-02 08:35:19,2026-03-02 08:35:44
T00850,C076,P04,3,21000, Bayar,2026-03-02 10:38:54,2026-03-02 10:39:00
T00851,C069,P13,1,327250,Bayar,2026-03-02 13:15:04,2026-03-02 13:15:24
T00852,C051,P05,1,56250, Bayar,2026-03-02 12:43:51,2026-03-02 12:44:29
T00853,C019,P08,2,549000, Bayar,2026-03-02 12:32:58,2026-03-02 12:33:08
T00854,C081,P04,2,15750, Bayar,2026-03-02 10:29:20,2026-03-02 11:23:26
T00855,C029,P11,2,720000,kirim,2026-03-02 09:23:23,2026-03-02 09:23:37
T00856,C003,P10,1,256500,Bayar,2026-03-02 15:25:06,2026-03-02 15:26:01
T00857,C090,P13,3,327250,bayar,2026-03-02 11:33:34,2026-03-02 11:34:21
T00858,C039,P19,1,89000,batal,2026-03-02 15:52:52,2026-03-02 15:53:47
T00859,C084,P05,1,75000,BAYAR ,2026-03-02 09:54:33,2026-03-02 09:55:21
T00860,C007,P06,1,170100,Bayar,2026-03-02 08:30:45,2026-03-02 08:31:16
T00861,C039,P13,1,385000,Bayar,2026-03-02 10:13:48,2026-03-02 10:14:04
T00862,C036,P03,0,28500,KIRIM,2026-03-02 15:04:44,2026-03-02 15:05:37
T00863,C076,P16,1,93750, Bayar,2026-03-02 13:50:17,2026-03-02 13:50:50
T00864,C039,P19,1,89000,KIRIM,2026-03-02 09:38:54,2026-03-02 09:39:36
T00865,C072,P18,2,146250,bayar,2026-03-02 09:40:58,2026-03-02 09:41:43
T00866,C024,P04,2,21000,batal,2026-03-02 14:51:30,2026-03-02 14:52:13
T00867,C012,P04,1,21000,kirim,2026-03-02 08:21:22,2026-03-02 08:21:36
T00868,C039,P12,1,1187500,Bayar,2026-03-02 12:57:19,2026-03-02 12:58:02
T00869,C066,P11,1,720000,bayar,2026-03-02 12:45:26,2026-03-02 12:52:26
T00870,C028,P10,1,270750,BAYAR ,2026-03-02 15:47:32,2026-03-02 15:47:41
T00871,C052,P18,1,185250,Batal,2026-03-02 10:19:14,2026-03-02 10:19:56
T00872,C090,P07,1,238500,batal,2026-03-02 08:38:32,2026-03-02 08:38:50
T00873,C035,P14,1,310000,Bayar,2026-03-02 11:26:57,2026-03-02 11:27:36
T00874,C029,P12,1,1250000,KIRIM,2026-03-02 11:02:08,2026-03-02 11:02:18
T00875,C040,P04,1,15750,bayar,2026-03-02 15:07:28,2026-03-02 15:11:27
T00876,C022,P10,1,242250,batal,2026-03-02 13:01:12,2026-03-02 13:01:19
T00877,C076,P18,1,195000,BAYAR ,2026-03-02 13:01:17,2026-03-02 13:02:12
T00878,C048,P19,2,89000, kirim ,2026-03-02 14:41:38,2026-03-02 14:42:25
T00879,C037,P06,1,160650,BAYAR ,2026-03-02 11:59:43,2026-03-02 12:56:58
T00880,C011,P10,1,285000,bayar,2026-03-02 11:42:00,2026-03-02 11:42:55
T00881,C055,P10,1,285000,KIRIM,2026-03-02 13:02:38,2026-03-02 13:17:25
T00882,C096,P18,1,165750, Bayar,2026-03-02 14:21:08,2026-03-02 14:21:09
T00883,C022,P17,1,165000,BAYAR ,2026-03-02 14:13:35,2026-03-02 14:14:14
T00884,C022,P17,1,165000, Bayar,2026-03-02 11:12:56,2026-03-02 11:35:08
T00885,C062,P18,1,195000,bayar,2026-03-02 15:44:38,2026-03-02 15:44:46
